comentario,marca,modelo
(Esta reseña se ha recibido a través de una promoción.) Es un gran productode calidady se siente muypremium,Samsung,Samsung Galaxy S24 Ultra 512GB 12GB
me encanta la camara del celular y la resolucion de la pantalla buenisima,Samsung,Samsung Galaxy S24 Ultra 512GB 12GB
"(Esta reseña se ha recibido a través de una promoción.) Siempre me ha gustado samsung, el producto es excelente, el mejor producto que he podido adquirir, para mi trabajo es excelente y permite una amplia gama de posibilidades con el. Además su batería me dura 2 días, si lo utilizo demasiado dura día y medio, teniendo en cuenta que lo cargo del 20% al 100% en menos de una hora, no lo he descargado nunca al 100%. El S Pen es increíble, muy versátil para tomar notas rápidas, aparte de eso la configuración y personalización del equipo es increíble, de los mejores productos en cuanto a calidad servicio.",Samsung,Samsung Galaxy S24 Ultra 512GB 12GB
Compre el S24 Ultra el 5 de octubre de 2024 y es la mejor compra que he realizado por su calidad y caracteristicas de este celular,Samsung,Samsung Galaxy S24 Ultra 512GB 12GB
"IGUAL A LA FOTO, EXCELENTE PRODUCTO",Apple,iPhone 13 128 GB 5G 4GB RAM
Fue súper rápido y muy lindo el cel,Apple,iPhone 13 128 GB 5G 4GB RAM
La calidad y tamaño perfecto resolución de ka camara,Apple,iPhone 13 128 GB 5G 4GB RAM
Llego antes de lo esperado muy puntuales y la calidad es igual q el de la foto,Apple,iPhone 13 128 GB 5G 4GB RAM
Buena calidad,Apple,iPhone 13 128 GB 5G 4GB RAM
"El celular llego tal y como me lo esperaba, cumplió con todas mis expectativas, la cámara y las dimensiones del producto muy buenas, solo me resta seguirlo usando, hasta ahora me ha funcionado perfectamente",Apple,iPhone 13 128 GB 5G 4GB RAM
Excelente todo,Apple,iPhone 13 128 GB 5G 4GB RAM
"Buen diseño y buena autonomía de la batería, cumple con mis expectativas y me ha gustado mucho las cámaras con la opción de cine, siento que mejoro la rapidez para los juegos. Solo hace falta acostumbrarse al Face ID ya que no hay lector biométrico que era el acostumbrado.",Apple,iPhone 13 128 GB 5G 4GB RAM
lindooo,Apple,iPhone 13 128 GB 5G 4GB RAM
"EL producto es excelente, llegó en el tiempo prometido por el proveedor, totalmente recomendado.",Apple,iPhone 13 128 GB 5G 4GB RAM
"Es un celular de muy buena calidad, a pesar de que es de una versión anterior sus cámaras son geniales y ofrece mejores prestaciones y mejor velocidad de procesamiento que muchos gama media. El precio fue ideal y la verdad siempre he tenido iPhone por la autonomía y el buen uso de la batería",Apple,iPhone 13 128 GB 5G 4GB RAM
Buena,Apple,iPhone 13 128 GB 5G 4GB RAM
Corresponde a lo deseado,Apple,iPhone 13 128 GB 5G 4GB RAM
El producto lo entregaron tal cual lo ofertado. La calidad de la imagen es excelente y el tamaño de la pantalla es cómodo para realizar varias tareas.,Apple,iPhone 13 128 GB 5G 4GB RAM
"Excelente producto, iPhone 13 muy buen equipo",Apple,iPhone 13 128 GB 5G 4GB RAM
"Buena calidad, igual a lo pedido 
Una mínima variación en el tono",Apple,iPhone 13 128 GB 5G 4GB RAM
Excelente producto,Apple,iPhone 13 128 GB 5G 4GB RAM
"Tal como se describe en la publicidad. Tamaño grande, un poco pesado",Apple,iPhone 13 128 GB 5G 4GB RAM
"Es de muy buena calidad,me encantó",Apple,iPhone 13 128 GB 5G 4GB RAM
Super bueno excelente color y calidad,Apple,iPhone 13 128 GB 5G 4GB RAM
"Excelente calidad, es tal cuál como lo describe la foto",Apple,iPhone 13 128 GB 5G 4GB RAM
"Igual a la foto, Excelente calidad",Apple,iPhone 13 128 GB 5G 4GB RAM
"Es igual a la foto
Excelente producto",Apple,iPhone 13 128 GB 5G 4GB RAM
El color es precioso y el tamaño corresponde a la descripción.,Apple,iPhone 13 128 GB 5G 4GB RAM
"Exacto a la foto, tamaño perfecto, excelente calidad!!",Apple,iPhone 13 128 GB 5G 4GB RAM
Todo fue perfecto,Apple,iPhone 13 128 GB 5G 4GB RAM
Excelente producto,Apple,iPhone 13 128 GB 5G 4GB RAM
Es excelente tal como lo pedí,Apple,iPhone 13 128 GB 5G 4GB RAM
"Hermoso color, más suave y delicado de lo que se ve en la imagen de referencia Fácil de transferir excelente capacidad LO AMO",Apple,iPhone 13 128 GB 5G 4GB RAM
Igual al de la foto,Apple,iPhone 13 128 GB 5G 4GB RAM
"Todo perfecto, igual a la foto, el color azul espectacular",Apple,iPhone 13 128 GB 5G 4GB RAM
"El producto llegó muy bien tal cual la foto y lo esperado, me encanta el sistema operativo y el dispositivo es fantástico",Apple,iPhone 13 128 GB 5G 4GB RAM
Es de excelente calidad el producto y el tamaño si corresponde a las fotos que muestran,Apple,iPhone 13 128 GB 5G 4GB RAM
"El tamaño corresponde, si es igual a la foto, o si es de buena calidad",Apple,iPhone 13 128 GB 5G 4GB RAM
Color azul,Apple,iPhone 13 128 GB 5G 4GB RAM
"Es el mejor iPhone calidad-precio en la actualidad, excelente batería, potente procesador y ni decir la cámara el modo cine genial, pantalla sonido y diseño increíble y lo mejor que el 5G va perfecto, lo recomiendo mucho. Está a un precio nada loco",Apple,iPhone 13 128 GB 5G 4GB RAM
"Un teléfono muy bueno, y con la promoción de falabella a un precio de locura",Apple,iPhone 13 128 GB 5G 4GB RAM
"Igual a la foto, excelente tamaño y calidad",Apple,iPhone 13 128 GB 5G 4GB RAM
Excelente celular. Cumplió todas mis expectativas,Apple,iPhone 13 128 GB 5G 4GB RAM
El tamaño corresponde vino en buenas condiciones y fue rápida la entrega,Apple,iPhone 13 128 GB 5G 4GB RAM
Buena calidad,Apple,iPhone 13 128 GB 5G 4GB RAM
Me encantan los celulares pequeños y este es el mismo de la foto y la calidad espectacular,Apple,iPhone 13 128 GB 5G 4GB RAM
Muy buena experiencia era lo que esperaba,Apple,iPhone 13 128 GB 5G 4GB RAM
"Es igual a la publicidad que presenta, muy hermoso",Apple,iPhone 13 128 GB 5G 4GB RAM
Muy bien,Apple,iPhone 13 128 GB 5G 4GB RAM
"Perfecto, el color igual al de la foto, llego súper rápido",Apple,iPhone 13 128 GB 5G 4GB RAM
Igual a la foto,Apple,iPhone 13 128 GB 5G 4GB RAM
Es igual a la foto del producto y su calidad excelente,Apple,iPhone 13 128 GB 5G 4GB RAM
"Buena calidad 
Fotos super excelente",Apple,iPhone 13 128 GB 5G 4GB RAM
Todas las características relacionadas en la aplicación de Falabella corresponden al producto recibido,Apple,iPhone 13 128 GB 5G 4GB RAM
"Me ha ido bien, está muy chévere",Apple,iPhone 13 128 GB 5G 4GB RAM
Buen estado,Apple,iPhone 13 128 GB 5G 4GB RAM
Excelente tal cual la foto,Apple,iPhone 13 128 GB 5G 4GB RAM
El producto corresponde totalmente 👍🏻,Apple,iPhone 13 128 GB 5G 4GB RAM
"El móvil es tal cual la descripción, llego en excelente estado.",Apple,iPhone 13 128 GB 5G 4GB RAM
"Excelente equipo, el tamaño corresponde y los acabados son muy buenos.",Apple,iPhone 13 128 GB 5G 4GB RAM
Tal cual lo que vi en la página,Apple,iPhone 13 128 GB 5G 4GB RAM
El producto es de la mejor calidad y las especificaciones coinciden con lo ofrecido,Apple,iPhone 13 128 GB 5G 4GB RAM
"Me encanto! Muy buen celular y la cámara es increíble, muy buena calidad",Apple,iPhone 13 128 GB 5G 4GB RAM
"Corresponde el tamaño, tal cual al de la foto y es excelente la calidad",Apple,iPhone 13 128 GB 5G 4GB RAM
Me dejo impresionado,Apple,iPhone 13 128 GB 5G 4GB RAM
Xcelenre,Apple,iPhone 13 128 GB 5G 4GB RAM
Muy rápido fácil de manejar excelente cámara muy buena estabilidad en los videos y su batería dura todo el día de a cuerdo al uso,Apple,iPhone 13 128 GB 5G 4GB RAM
Buena calidad,Apple,iPhone 13 128 GB 5G 4GB RAM
Excelente,Apple,iPhone 13 128 GB 5G 4GB RAM
Excelente,Apple,iPhone 13 128 GB 5G 4GB RAM
"Muy recomendado, excelente producto",Apple,iPhone 13 128 GB 5G 4GB RAM
"Es igual
A la foto lo
Que resalta en la publicidad en verifico excelente compra gracias",Apple,iPhone 13 128 GB 5G 4GB RAM
Corresponde al producto de la foto,Apple,iPhone 13 128 GB 5G 4GB RAM
"Es de excelente calidad, viene totalmente sellado y me encantó la rápido que llegó y me fue entregado",Apple,iPhone 13 128 GB 5G 4GB RAM
Cumplió con lo esperado,Apple,iPhone 13 128 GB 5G 4GB RAM
Todo hasta el momento en calidad tañamo y color ha Sido igual a la foto,Apple,iPhone 13 128 GB 5G 4GB RAM
"Excelente calidad, tamaño ideal",Apple,iPhone 13 128 GB 5G 4GB RAM
"Excelente calidad de producto, muy buen servicio al cliente durante el proceso de compra como en el proceso de envío y entrega.",Apple,iPhone 13 128 GB 5G 4GB RAM
Todo perfecto,Apple,iPhone 13 128 GB 5G 4GB RAM
El producto es tal cómo lo describen. Excelente,Apple,iPhone 13 128 GB 5G 4GB RAM
Cumple con las características descritas. Pero el envío tardó. Excelente producto,Apple,iPhone 13 128 GB 5G 4GB RAM
"El tamaño y color perfectos, todo igual al a la foto y la calidad de apple no se discute",Apple,iPhone 13 128 GB 5G 4GB RAM
Igual a la foto,Apple,iPhone 13 128 GB 5G 4GB RAM
El producto coincide con el de la imagen,Apple,iPhone 13 128 GB 5G 4GB RAM
"El tamaño, color y funcionalidades EXCELENTES",Apple,iPhone 13 128 GB 5G 4GB RAM
Excelente. Lo que esperaba,Apple,iPhone 13 128 GB 5G 4GB RAM
Corresponde y es igual a la descripción:),Apple,iPhone 15 128GB 5G 6GB RAM
Excelente,Apple,iPhone 15 128GB 5G 6GB RAM
"Excelente producto, buena calidad, acorde a lo pactado",Apple,iPhone 15 128GB 5G 6GB RAM
"Es  lo que quería , lo necesitaba para mi trabajo,  estoy feliz!!!",Apple,iPhone 15 128GB 5G 6GB RAM
Perfecto tamaño. Buen producto,Apple,iPhone 15 128GB 5G 6GB RAM
Todo corresponde a lo que se vio,Apple,iPhone 15 128GB 5G 6GB RAM
Cumplió con las expectativas ya que era un regalo y a la persona le encantó,Apple,iPhone 15 128GB 5G 6GB RAM
"Excelente Teléfono, batería duradera y una carga rápida.. tiene una cámara espectacular saca unas fotografías Magnificas la Amé...!!
calidad de la pantalla es maravillosa....Estoy enamorada de mi IPhone 15 Rosa.",Apple,iPhone 15 128GB 5G 6GB RAM
Excelente servicio,Apple,iPhone 15 128GB 5G 6GB RAM
"Muy buen telefono, hasta el momento no he tenido ningun problema de funcionamiento. El despacho fue super rapido",Apple,iPhone 15 128GB 5G 6GB RAM
Cumple todas mis espectativas,Apple,iPhone 15 128GB 5G 6GB RAM
"La descripción corresponde totalmente al producto 
Excelente servicio y rapidez",Apple,iPhone 15 128GB 5G 6GB RAM
"Excelente tamaño , resolución de pantalla y cámara",Apple,iPhone 15 128GB 5G 6GB RAM
"Divino, el vidrio de atrás es mate, no brillante como las versiones anteriores",Apple,iPhone 15 128GB 5G 6GB RAM
Excelente buen porte y es como lo de la foto,Apple,iPhone 15 128GB 5G 6GB RAM
"Excelente servicio, buen producto, llegó en el tiempo establecido",Apple,iPhone 15 128GB 5G 6GB RAM
Es igual a la foto y muy buena calidad hasta el momento,Apple,iPhone 15 128GB 5G 6GB RAM
"Es igual a la fotos, la entrega fue muy rápida. Espero que dure mucho 🥰",Apple,iPhone 15 128GB 5G 6GB RAM
"Recibí mi celular es perfecta condiciones, abrí probé todo antes de retirarme de la tienda",Apple,iPhone 15 128GB 5G 6GB RAM
"Igualito a la foto, aunque es persona es más bello ☺️",Apple,iPhone 15 128GB 5G 6GB RAM
Es de muy buena calidad y cumple con las especificaciones que decia,Apple,iPhone 15 128GB 5G 6GB RAM
"Me cambié de Android a IPhone y la verdad que bastante bien, al principio cuesta un poco. El celular cumple con todas las características mencionadas, solo que no incluye el enchufe para el cargador, es fácil de sincronizar con parlantes, audífonos y relojes aunque no sean de la marca, la batería me dura casi todo el día usándolo mayormente en redes sociales y Spotify, hasta el momento la diferencia de duración será en promedio de unas 6 horas comparadas con la batería de mi antiguo celular Android, por lo demás me va excelente.",Apple,iPhone 15 128GB 5G 6GB RAM
Lindo color tamaño perfecto,Apple,iPhone 15 128GB 5G 6GB RAM
"Realmente un excelente producto, veloz, fluido, de una estética inigualable. Si bien es grande al tacto es bastante cómodo.
Ha sido una compra realmente satisfactoria, además que la entrega se demoró un día y a región !",Apple,iPhone 15 128GB 5G 6GB RAM
"Es igual al producto mostrado en la foto, retire en tienda de manera expedita y el mismo día que generé la compra. El equipo es exactamente igual a lo descrito. De su funcionamiento no tengo mucho que decir porque estoy recién aprobándolo, pero en caso de cualquier cosa tiene su garantía de compra.",Apple,iPhone 15 128GB 5G 6GB RAM
Todo increíble,Apple,iPhone 15 128GB 5G 6GB RAM
"Producto de buena calidad, buen sistema operativo y muy simple de utilizar.",Apple,iPhone 15 128GB 5G 6GB RAM
"Es igual al equipo que necesitaba, fotos claras, me sirve en mi trabajo.",Apple,iPhone 15 128GB 5G 6GB RAM
Excelente telefono,Apple,iPhone 15 128GB 5G 6GB RAM
"igual a la foto, excelente",Apple,iPhone 15 128GB 5G 6GB RAM
Todo corresponde a lo publicado,Apple,iPhone 15 128GB 5G 6GB RAM
Todo corresponde a lo esperado,Apple,iPhone 15 128GB 5G 6GB RAM
"Cámara excelente sabiendo usarla y configurar, equipo ligero y estéticamente lindo. Funcionamiento impecable con última actualización de iOS.",Apple,iPhone 15 128GB 5G 6GB RAM
"Excelente producto, ha funcionado super bien,vale la pena la inversión",Apple,iPhone 15 128GB 5G 6GB RAM
"El tamaño del iPhone 15 en sí es de un tamaño exacto, es ligero y fácil de portar, exactamente como se ve en las publicidades y en las fotos. Tiene un rendimiemto
Excelente y una capacidad increíble. Una batería muy duradera y una carga rápida. Las cámaras son espectaculares, tanto la frontal como las traseras son de alta definición. El almacenamiento es una maravilla, se pueden tener muchas aplicaciones, y canciónes descargadas, y miles de fotos y videos. La calidad de la pantalla es impresionante, una luz ligera y perfecta, que da a notar con claridad las apps y los videos.",Apple,iPhone 15 128GB 5G 6GB RAM
"Es el producto esperado, tal cual como aparece en las fotos, es de buena calidad, llegó en perfecto estado",Apple,iPhone 15 128GB 5G 6GB RAM
"Como todo iPhone, tiene excelente calidad.",Apple,iPhone 15 128GB 5G 6GB RAM
Llego en excelente estado. Use retiro en tienda en las máquinas que te entregan en producto 10/10 valió la pena.,Apple,iPhone 15 128GB 5G 6GB RAM
Hasta el día de hoy ningún problema al contrario excelente producto,Apple,iPhone 15 128GB 5G 6GB RAM
"Buen celu, liviano, practico de usar, saca lindas fotos",Apple,iPhone 15 128GB 5G 6GB RAM
"Estoy muy satisfecha con este producto. La calidad supera mis expectativas, y su funcionalidad es excelente. Además, llegó en perfectas condiciones y dentro del tiempo estimado. Lo recomiendo completamente a quienes buscan algo confiable y bien hecho. Sin duda, volvería a comprar de esta marca.",Apple,iPhone 15 128GB 5G 6GB RAM
Es un producto genial,Apple,iPhone 15 128GB 5G 6GB RAM
"Corresponde, excelente compra",Apple,iPhone 15 128GB 5G 6GB RAM
Precio calidad excelente me encanto,Apple,iPhone 15 128GB 5G 6GB RAM
"Lo más destacable son la pantalla, la cámara, duración de batería, sonido y fluidez",Apple,iPhone 15 128GB 5G 6GB RAM
"El iPhone funciona bien, la batería me dura 2 días. Compré en falabella Pucón, y en 15 minutos la compra estuvo lista para ser retirada, fue maravilloso!",Apple,iPhone 15 128GB 5G 6GB RAM
"Tamaño corresponde, + Liviano y rápido (se nota), entrega en tiempo 👍",Apple,iPhone 15 128GB 5G 6GB RAM
Negro,Apple,iPhone 15 128GB 5G 6GB RAM
Buen equipo,Apple,iPhone 15 128GB 5G 6GB RAM
Excelente,Apple,iPhone 15 128GB 5G 6GB RAM
Excelente servicio todo perfecto,Apple,iPhone 15 128GB 5G 6GB RAM
"buena duración de la bateria, videos grandiosos",Apple,iPhone 15 128GB 5G 6GB RAM
"buena compra, excelente diseño.",Apple,iPhone 15 128GB 5G 6GB RAM
"es genial, gran celular, muy buen servicio de entrega y muy muy bonito",Apple,iPhone 14 128GB 5G 6GB RAM
"Es perfecto, tamaño ideal , elegante y su rapidez es maravillosa , lo recomiendo absolutamente..",Apple,iPhone 14 128GB 5G 6GB RAM
Muy buena adquisición de aparato telefónico.,Apple,iPhone 14 128GB 5G 6GB RAM
"Buen teléfono, buen tamaño, cumple con lo que necesitaba ya que me gusta tomar fotografías y además lo que buscaba era cambiar mi Android, además de todo lo que podría decir del teléfono, la cámara cumple con lo que buscaba.",Apple,iPhone 14 128GB 5G 6GB RAM
"El tamaño es super bueno, la pantalla es muy cómoda para leer o ver videos y series! Excelente calidad en fotos y videos!",Apple,iPhone 14 128GB 5G 6GB RAM
"Excelente producto, buena experiencia",Apple,iPhone 14 128GB 5G 6GB RAM
El envío llegó después de la fecha que era,Apple,iPhone 14 128GB 5G 6GB RAM
"Muy buena, el teléfono llegó al día siguiente y en buenas condiciones, es igual a la imagen, buena calidad 🤩",Apple,iPhone 14 128GB 5G 6GB RAM
Es de muy buena calidad y de gran utilidad,Apple,iPhone 14 128GB 5G 6GB RAM
Igual a la foto,Apple,iPhone 14 128GB 5G 6GB RAM
"Es igual a la foto
Todo perfecto, es completamente lo que esperaba",Apple,iPhone 14 128GB 5G 6GB RAM
El tamaño corresponde! Espectacular,Apple,iPhone 14 128GB 5G 6GB RAM
Su pantalla es de muy buena resolución,Apple,iPhone 14 128GB 5G 6GB RAM
Perfecto,Apple,iPhone 14 128GB 5G 6GB RAM
Si es de buenos calidad,Apple,iPhone 14 128GB 5G 6GB RAM
"Excelente equipo, es muy cómodo para la mano.",Apple,iPhone 14 128GB 5G 6GB RAM
"Buen precio y calidad 
Excelente lo conpre para regalo y quedaron encantada",Apple,iPhone 14 128GB 5G 6GB RAM
Si cumple con las expectativas,Apple,iPhone 14 128GB 5G 6GB RAM
TODO BIEN ENTREGA RAPIDA,Apple,iPhone 14 128GB 5G 6GB RAM
"Es un producto de excelente Calidad y funcionamiento .
, lo recomiendo de todas maneras .",Apple,iPhone 14 128GB 5G 6GB RAM
Súper muy fácil de comprar lo reclamé en la tienda fácil de recoger muy buen producto,Apple,iPhone 14 128GB 5G 6GB RAM
Me encanto y cumplió con mis expectativas.,Apple,iPhone 14 128GB 5G 6GB RAM
"Es el producto que esperaba ,hasta el momento muy conforme sin ningún problema",Apple,iPhone 14 128GB 5G 6GB RAM
Muy bueno muy lindo,Apple,iPhone 14 128GB 5G 6GB RAM
"Excelente equipo, la batería dura un montón",Apple,iPhone 14 128GB 5G 6GB RAM
Es igual a la foto y de buena calidad,Apple,iPhone 14 128GB 5G 6GB RAM
"Si, el producto correspondió con lo pedido",Apple,iPhone 14 128GB 5G 6GB RAM
Excelente,Apple,iPhone 14 128GB 5G 6GB RAM
"Tal cual como en la foto, tamaño color todo y gran calidad",Apple,iPhone 14 128GB 5G 6GB RAM
Muy buena calidad,Apple,iPhone 14 128GB 5G 6GB RAM
"Buena calidad
Igual a la foto",Apple,iPhone 14 128GB 5G 6GB RAM
"Muy buena compra el celular viene sellado, es original y cumple con todas las especificaciones la pantalla y la fotos espectaculares",Apple,iPhone 14 128GB 5G 6GB RAM
"Me encantó, tenía iPhone pero se nota que este tiene mejor calidad de la cámara y duración de batería",Apple,iPhone 14 128GB 5G 6GB RAM
"Excelente celular, superó las expectativas que tenía",Apple,iPhone 14 128GB 5G 6GB RAM
Bien muy bonito el tamaño y calidad,Apple,iPhone 14 128GB 5G 6GB RAM
"Peso perfecto 👌 el tamaño es maravilloso y muuuy cómodo el color y la presentación ni hablar las aplicaciones perfectas se escucha 👂 muy bien, fotos con modificaciones antes de la toma que te hacen fotos perfectas y aún me falta explorar más",Apple,iPhone 14 128GB 5G 6GB RAM
"Bien embalado, igual que la imagen y de bna calidad",Apple,iPhone 14 128GB 5G 6GB RAM
Excelente calidad el tamaño y color como lo esperaba,Apple,iPhone 14 128GB 5G 6GB RAM
Llego muy rápido ! Antes de la fecha prevista y estaba más económico que en otras plataformas con todos los beneficios de Apple,Apple,iPhone 14 128GB 5G 6GB RAM
"Es igual a la foto, el tamaño es ideal, excelente iphone",Apple,iPhone 14 128GB 5G 6GB RAM
Las características corresponden a las indicadas,Apple,iPhone 14 128GB 5G 6GB RAM
Producto tal cual la descripción,Apple,iPhone 14 128GB 5G 6GB RAM
El tamaño corresponde a lo especificado y es el mismo de la foto,Apple,iPhone 14 128GB 5G 6GB RAM
Precio accesible buena calidad funciona excelente,Apple,iPhone 14 128GB 5G 6GB RAM
Impecable,Apple,iPhone 14 128GB 5G 6GB RAM
Estoy muy Feliz con la compra,Apple,iPhone 14 128GB 5G 6GB RAM
Excelente equipo,Apple,iPhone 14 128GB 5G 6GB RAM
"Es de marca Apple eso lo dice todo, pero rapidez en la entrega y todo fácil en la compra",Apple,iPhone 14 128GB 5G 6GB RAM
"Lo que recibí es lo que pedían, el despacho fue muy rápido",Apple,iPhone 14 128GB 5G 6GB RAM
El producto es igual a la información de venta,Apple,iPhone 14 128GB 5G 6GB RAM
Corresponde al producto,Apple,iPhone 14 128GB 5G 6GB RAM
Lo máximo,Apple,iPhone 14 128GB 5G 6GB RAM
Llego en buen estado y rápido.,Apple,iPhone 14 128GB 5G 6GB RAM
El producto cumple con mis expectativas,Apple,iPhone 14 128GB 5G 6GB RAM
"Buen producto, muy recomendable",Apple,iPhone 14 128GB 5G 6GB RAM
"TAL CUAL EN LA DESCRIPCION, EXCELENTE TELEFONO.",Apple,iPhone 14 128GB 5G 6GB RAM
"Excelente producto, calidad y precio",Apple,iPhone 14 128GB 5G 6GB RAM
Lo compré en cyber en excelente precio!,Apple,iPhone 14 128GB 5G 6GB RAM
Buena calidad,Apple,iPhone 14 128GB 5G 6GB RAM
Perfecto la calidad de apple no se pone en duda,Apple,iPhone 14 128GB 5G 6GB RAM
"Producto cumple con las expectativas ofrecidas, los tiempos de entrega excelente! Recomendado",Apple,iPhone 14 128GB 5G 6GB RAM
Muy bonito.,Apple,iPhone 14 128GB 5G 6GB RAM
"El celular es muy lindo y elegante, su funcionamiento excelente y la cámara de excelente calidad🤩🤩🤩",Apple,iPhone 14 128GB 5G 6GB RAM
"Es tal cual la foto, el tamaño corresponde a la descripción y el color del celular, en realidad su calidad es buena.",Apple,iPhone 14 128GB 5G 6GB RAM
Es igual a la foto y de buena calidad,Apple,iPhone 14 128GB 5G 6GB RAM
Excelente calidad,Apple,iPhone 14 128GB 5G 6GB RAM
"Perfecto estado, envío rápido, la calidad de iPhone es superior. Muy buena oferta.",Apple,iPhone 14 128GB 5G 6GB RAM
Excelente funcionalidad y diseño,Apple,iPhone 14 128GB 5G 6GB RAM
Si es de buena calidad,Apple,iPhone 14 128GB 5G 6GB RAM
Todo OK,Apple,iPhone 14 128GB 5G 6GB RAM
"Rapidez
Tecnología",Apple,iPhone 14 128GB 5G 6GB RAM
Buena,Apple,iPhone 14 128GB 5G 6GB RAM
"Excelente producto, el cual es identico al de la foto, hermoso y muy completo, su procesador, cámara y funciones son de otro nivel, lo mejor en alta gama.",Apple,iPhone 14 128GB 5G 6GB RAM
"Buena, compra teléfono cómodo, elegante",Apple,iPhone 14 128GB 5G 6GB RAM
"Es de buena calidad, igual a la foto, excelente cámara.",Apple,iPhone 14 128GB 5G 6GB RAM
"Es un muy buen equipo, buena cámara. Igual a sus descripciones",Apple,iPhone 14 128GB 5G 6GB RAM
iPhone 14! Perfecto ! Tamaño ideal !  Y la entrega fue rápida y sin complicaciones ! Al día siguiente ya lo tenía conmigo,Apple,iPhone 14 128GB 5G 6GB RAM
"El producto llegó en pocos días después de la compra, en excelente estado y completamente acorde a la descripción.
Muy satisfecho con la compra.",Apple,iPhone 14 128GB 5G 6GB RAM
Llego súper bien y se maneja bastante bien,Apple,iPhone 14 128GB 5G 6GB RAM
Rápida entrega y excelente equipo,Apple,iPhone 14 128GB 5G 6GB RAM
Excelente compra. Disfrutando de mi Iphone con bateria qué dura todo el día son problemas y sacando el máximo provecho a la camara. Hace mucho que no usaba iphone y este superó mis expectativas.,Apple,iPhone 14 128GB 5G 6GB RAM
Es de muy buena calidad y corresponde a la foto mostrada en la pagina web,Apple,iPhone 14 128GB 5G 6GB RAM
"Producto igual a la foto y la descripción,",Apple,iPhone 14 128GB 5G 6GB RAM
Espectacular,Apple,iPhone 14 128GB 5G 6GB RAM
"Es lo máximo, cumple con todo lo que describe",Apple,iPhone 14 128GB 5G 6GB RAM
Tal como lo ofrecian,Apple,iPhone 14 128GB 5G 6GB RAM
"Es de muy muy buena calidad, es muy rápido para navegar en internet, descargar aplicaciones y en diseño es muy bonito, liviano, me gusta el color y también tiene muy buen sonido",Apple,iPhone 14 128GB 5G 6GB RAM
"Cambié del iPhone 12 al 14, la imagen va mucho más fluida en relación la anterior, la resolución de vídeos e imágenes es muy buena, la entrega fue antes de lo programado 10/10",Apple,iPhone 14 128GB 5G 6GB RAM
"Excelente compra, muy buena calidad, buen empaquetado, muy conforme con mi compra, totalmente recomendable...",Apple,iPhone 14 128GB 5G 6GB RAM
"Excelente, el tamaño es el adecuado",Apple,iPhone 14 128GB 5G 6GB RAM
Es excelente! Lo mejor que pude adquirir,Apple,iPhone 14 128GB 5G 6GB RAM
"Tamaño perfecto calidad imagen fotografíca, facilidad de ver diferentes pantallas hace tener mejor calidad de vida",Apple,iPhone 14 128GB 5G 6GB RAM
Todo corresponde,Apple,iPhone 14 128GB 5G 6GB RAM
"su bateria mas o menos con un buen uso durante ese tiempo, me dura entre las 6 hasta las 4 de la tarde, lo cargue hasta el 100 y me llego a 20 por ciento a las 4 de la tarde, pero en general muy buen celular.",Apple,iPhone 11 128 GB 4GB RAM
"Todo es como se anuncia,  muy buen equipo",Apple,iPhone 11 128 GB 4GB RAM
De buena calidad es idéntico a la foto y buena máquina,Apple,iPhone 11 128 GB 4GB RAM
"1. Entrega
2. Tamaño
3. Calidad
4. Presupuesto",Apple,iPhone 11 128 GB 4GB RAM
Exacto a la foto y buena calidad,Apple,iPhone 11 128 GB 4GB RAM
Excelente totalmente satisfecha es el mismo producto,Apple,iPhone 11 128 GB 4GB RAM
"El celular es excelente, es rápido, toma fotos de alta calidad y su diseño es increíble, también tiene muy buenas funciones de seguridad y su batería dura demasiado, recomendado",Apple,iPhone 11 128 GB 4GB RAM
"Su sistema Operativo es excelente!!! Me fascinó el color , y sus cámaras me permiten tomar las mejores fotos, la pantalla es del tamaño Perfecto! Y lo mejor de todo es el valor con un año de garantía!!",Apple,iPhone 11 128 GB 4GB RAM
Muy bueno toma lindas fotos y vídeos tiene buena duración de batería,Apple,iPhone 11 128 GB 4GB RAM
Si corresponde,Apple,iPhone 11 128 GB 4GB RAM
Es igual a la descripción y el color genial,Apple,iPhone 11 128 GB 4GB RAM
"todo bien con las especificaciones, entrega a tiempo y buena cámara",Apple,iPhone 11 128 GB 4GB RAM
Igual a la foto y excelente calidad,Apple,iPhone 11 128 GB 4GB RAM
Conocía el producto... Lo recibido es lo que quería,Apple,iPhone 11 128 GB 4GB RAM
"Es igual a la foto, el tamaño corresponde, venía en excelentes condiciones",Apple,iPhone 11 128 GB 4GB RAM
"Es exactamente lo que esperaba del teléfono, aunque me molesta que no venga xon el adaptador",Apple,iPhone 11 128 GB 4GB RAM
"Excelente experiencia, el producto era tan cual la descripción, buena calidad y despacho y entrega rápida",Apple,iPhone 11 128 GB 4GB RAM
"La compra super rápida y fácil.  El tamaño perfecto para mi hija q lo recibirá de regalo de navidad. Todo perfecto!!!
Aun no esta abierto del todo...",Apple,iPhone 11 128 GB 4GB RAM
"Muy buen producto, de excelente calidad, me encanto",Apple,iPhone 11 128 GB 4GB RAM
Es tal cual lo evalúe por internet,Apple,iPhone 11 128 GB 4GB RAM
Es igual que la foto y cumple 100% mis espectativas,Apple,iPhone 11 128 GB 4GB RAM
Una buena compra,Apple,iPhone 11 128 GB 4GB RAM
Excelente,Apple,iPhone 11 128 GB 4GB RAM
